text,id,created_at,score
Was soll man von einem Typ halten der englisch im Twitter Profil schreibt aber angeblich für das Deutsche Volk arbeitet @nouripour  #zdf #lanz #grüne #AFD #CDU #CSU #FDP #SPD #linke,1588142026377273344,2022-11-03T12:12:19.000Z,0.0
"RT @AMoehnle: „Habeck hat alle getäuscht, die Prüfung der #Atomkraft war eine Farce“, sagt ⁦@dg_graeber⁩, dessen Recherche eine große Debat…",1588141763671330818,2022-11-03T12:11:17.000Z,-0.2263
""".. Versuche der Grünen, Pädophilie salonfähig zu machen, ist schon viel geschrieben worden.""
#Gruene
#Pädophilie https://t.co/lL2QDXyMPs",1588141271423614980,2022-11-03T12:09:20.000Z,0.0
"RT @PeterBorbe: Grüne sind transdemokratisch: Sie fühlen sich als Demokraten, sind aber gar keine. #Gruene",1588140975268007936,2022-11-03T12:08:09.000Z,0.0
RT @AndersAlsSonst: Das sind die Freunde und Schützlinge der #GRÜNEN in Österreich und Deutschland sowie der #ÖVP #CDU und #SPÖ #SPD der #L…,1588140766915973121,2022-11-03T12:07:19.000Z,0.5994
"RT @Staatsfaint: Wieviel Deutschen- und Israelhass darf sich diese Frau noch erlauben?
#Roth 
#Gruene 
#GrueneSekte https://t.co/1DC4xI1PB4",1588140625815281664,2022-11-03T12:06:46.000Z,0.2263
Das sind die Freunde und Schützlinge der #GRÜNEN in Österreich und Deutschland sowie der #ÖVP #CDU und #SPÖ #SPD der #Liberalen und Teile der #NEOS. https://t.co/gKuYjC6eDB,1588140564360339456,2022-11-03T12:06:31.000Z,0.5994
"RT @booyabasic: EILT: 

Der Wahltermin für die Landtagswahl in NÖ wurde fixiert. Am 29.01.2023 wird gewählt! Also noch 87 Tage, bis die abs…",1588139974590926850,2022-11-03T12:04:10.000Z,0.0
"RT @PeterBorbe: Grüne sind transdemokratisch: Sie fühlen sich als Demokraten, sind aber gar keine. #Gruene",1588139195071188992,2022-11-03T12:01:04.000Z,0.0
"Er hat alle Journos veräppelt, die sensationsgierig sind/waren. Und lässt #övp weiter zittern. #schmid #UAusschuss",1588139118743150592,2022-11-03T12:00:46.000Z,-0.3182
"@KathiSchratt Ich meine auch die Freunde der #ÖVP, nicht seine.",1588138845429809157,2022-11-03T11:59:41.000Z,0.5994
"RT @AMoehnle: „Habeck hat alle getäuscht, die Prüfung der #Atomkraft war eine Farce“, sagt ⁦@dg_graeber⁩, dessen Recherche eine große Debat…",1588138271372152833,2022-11-03T11:57:24.000Z,-0.2263
"@derStandardat Habt Ihr Eierköpfe beim #standard nicht mitbekommen dass euer Messias #thomasschmid beim UA keine einzige Frage beantwortet hat.
Das Kartenhaus der #wksts bricht erneut zusammen.
Wird Zeit sich in aller Form bei #sebastiankurz u der #övp zu Entschuldigen.",1588138232121888770,2022-11-03T11:57:15.000Z,Nan
"+++ shit happens +++

@philbrokes #ÖVP #kurz #beidlgate #skandalkanzler #WKStA #epicfail https://t.co/FhlAzDLhdf",1588138211813081089,2022-11-03T11:57:10.000Z,0.0
Thomasschmid #övp #grüne https://t.co/rOjs7hSASs,1588137909676294145,2022-11-03T11:55:58.000Z,0.0
"Sponsored by @BMWK!!! 
#Grüne #Habeck #LetzteGeneration #KlimaRAF https://t.co/51b74ffH0g",1588137759289507847,2022-11-03T11:55:22.000Z,0.0
RT @Anemalon19: Der gesundheitspolitische Sprecher v. B90/#Gruene Dahmen (im Mittagsmagazin) will einrichtungsbezogene Impfpflicht über das…,1588137494213791744,2022-11-03T11:54:19.000Z,0.0
"@NDRinfo Dann möge spd #Weil dich mal für Bürger der Regionen bekanntgeben wann diese langfristig in Aussicht gestellte Attraktivität ÖPNV hergestellt ist . 
Bis dahin weiterhin kostenlos Park&amp;Ride Fahrrad etc zum Ausgleich der 49€Ticket subventionierten Ballungsräume 
#CDU #fdp #Grüne",1588137389205102592,2022-11-03T11:53:54.000Z,Nan
"RT @PeterBorbe: Grüne sind transdemokratisch: Sie fühlen sich als Demokraten, sind aber gar keine. #Gruene",1588137353633316866,2022-11-03T11:53:45.000Z,0.0
"RT @Staatsfaint: Wieviel Deutschen- und Israelhass darf sich diese Frau noch erlauben?
#Roth 
#Gruene 
#GrueneSekte https://t.co/1DC4xI1PB4",1588137335497134080,2022-11-03T11:53:41.000Z,0.2263
"RT @Staatsfaint: Wieviel Deutschen- und Israelhass darf sich diese Frau noch erlauben?
#Roth 
#Gruene 
#GrueneSekte https://t.co/1DC4xI1PB4",1588137263866716160,2022-11-03T11:53:24.000Z,0.2263
"RT @booyabasic: EILT: 

Der Wahltermin für die Landtagswahl in NÖ wurde fixiert. Am 29.01.2023 wird gewählt! Also noch 87 Tage, bis die abs…",1588137084006662144,2022-11-03T11:52:41.000Z,0.0
"RT @joanadiskurs: Mit immer mehr Schikanen und Drangsalierungen sollen Autofahrer in Berlin dazu gebracht werden, ihr Auto aufzugeben. #Grü…",1588136940766986246,2022-11-03T11:52:07.000Z,0.0
Grundgütiger! 😱👇🏻 #rechtsextremismus #klenk #grüne https://t.co/P33MWuTIDr,1588136679357190145,2022-11-03T11:51:05.000Z,0.0
"@Gerhard522 Also immer wenn du glaubst, dümmer und primitiver geht jetzt wirklich nicht mehr -
Dann verteidigt so ein #OeVP Groupie diesen DrecksVerein und es wird noch tiefer.

Die Türkise Laientruppe hat jede politische Kultur in Österreich vernichtet",1588136674239864838,2022-11-03T11:51:03.000Z,Nan
"RT @AMoehnle: „Habeck hat alle getäuscht, die Prüfung der #Atomkraft war eine Farce“, sagt ⁦@dg_graeber⁩, dessen Recherche eine große Debat…",1588135938785513472,2022-11-03T11:48:08.000Z,-0.2263
"RT @PeterBorbe: Grüne sind transdemokratisch: Sie fühlen sich als Demokraten, sind aber gar keine. #Gruene",1588135879608094720,2022-11-03T11:47:54.000Z,0.0
RT @Anemalon19: Der gesundheitspolitische Sprecher v. B90/#Gruene Dahmen (im Mittagsmagazin) will einrichtungsbezogene Impfpflicht über das…,1588135531824779264,2022-11-03T11:46:31.000Z,0.0
RT @derbuerger16: In diesem Land wählen sie Leute in den #Bundestag die dann keine Gelegenheit auslassen die Kultur und Geschichte unseres…,1588135077187297280,2022-11-03T11:44:43.000Z,0.0
"RT @Vernunft_WN: Simon Pories (@wwfaustria) mit klaren Worte gegen die #Ostumfahrung.
Schneeberger (#ÖVP) klammert sich an sein Uralt-Proje…",1588134978935787520,2022-11-03T11:44:19.000Z,0.3182
"RT @naapi: Rainer #Novak wenn sie noch einen Funken Anstand haben, dann schleichen sie sich bitte komplett aus ihrem Beruf.
Journalist sind…",1588134920186200072,2022-11-03T11:44:05.000Z,0.3612
"@tagesschau Da Öl importe immer noch in dollar bezahlt werden steigt da natürlich zusätzlich der preis zb.
🐼😁fast alle EU probleme gehen im moment von den staaten aus.
Und natürlich Politischen entscheidungen wie die verschiedenen #Grüne Ökosteuern die direkt oder indirekt preise antreiben",1588134884039614470,2022-11-03T11:43:57.000Z,Nan
RT @Anemalon19: Der gesundheitspolitische Sprecher v. B90/#Gruene Dahmen (im Mittagsmagazin) will einrichtungsbezogene Impfpflicht über das…,1588134764329984003,2022-11-03T11:43:28.000Z,0.0
"RT @PeterBorbe: Grüne sind transdemokratisch: Sie fühlen sich als Demokraten, sind aber gar keine. #Gruene",1588134639704629249,2022-11-03T11:42:58.000Z,0.0
"#RT @Schwarzer_Faden: Conclusio zu #ThomasSchmid: ""Was würde die Mama dazu sagen?"" #OevpUA #ÖVP",1588134218579722242,2022-11-03T11:41:18.000Z,0.0
Thomasschmid #neos #övpausschuss https://t.co/Zm1aR8l54R,1588134144231579651,2022-11-03T11:41:00.000Z,0.0
@tagesschau Dank #gruene n https://t.co/177zSG0AaI,1588134135645847552,2022-11-03T11:40:58.000Z,0.0
"RT @Staatsfaint: Wieviel Deutschen- und Israelhass darf sich diese Frau noch erlauben?
#Roth 
#Gruene 
#GrueneSekte https://t.co/1DC4xI1PB4",1588133962676928514,2022-11-03T11:40:17.000Z,0.2263
"Volle Soli!

#Grüne und #ÖRR sollten gemeinsam gegen das rechte 
#Christentum 
und für die links-progressive 
#Sharia 
kämpfen! https://t.co/RChwcyMKGJ",1588133875506634753,2022-11-03T11:39:56.000Z,0.1739
"RT @ralf_rat: #GRÜNE:
Wir kleben für ein neues 🇩🇪
Wir erschaffen das Paradies – für UNS...",1588133859702480898,2022-11-03T11:39:52.000Z,0.872
"RT @PeterBorbe: Grüne sind transdemokratisch: Sie fühlen sich als Demokraten, sind aber gar keine. #Gruene",1588133766979096577,2022-11-03T11:39:30.000Z,0.0
"RT @joanadiskurs: Mit immer mehr Schikanen und Drangsalierungen sollen Autofahrer in Berlin dazu gebracht werden, ihr Auto aufzugeben. #Grü…",1588133611903008770,2022-11-03T11:38:53.000Z,0.0
"RT @AMoehnle: „Habeck hat alle getäuscht, die Prüfung der #Atomkraft war eine Farce“, sagt ⁦@dg_graeber⁩, dessen Recherche eine große Debat…",1588133476146061313,2022-11-03T11:38:21.000Z,-0.2263
"RT @PeterBorbe: Grüne sind transdemokratisch: Sie fühlen sich als Demokraten, sind aber gar keine. #Gruene",1588133369837228034,2022-11-03T11:37:56.000Z,0.0
"Conclusio zu #ThomasSchmid: ""Was würde die Mama dazu sagen?"" #OevpUA #ÖVP",1588133242858864642,2022-11-03T11:37:25.000Z,0.0
#Grüne feministische Außenpolitik... https://t.co/AHoh1onzi2,1588133233253818368,2022-11-03T11:37:23.000Z,0.0
"RT @PeterBorbe: Grüne sind transdemokratisch: Sie fühlen sich als Demokraten, sind aber gar keine. #Gruene",1588133114508886017,2022-11-03T11:36:55.000Z,0.0
@VeroWendland @BMWK Die #Grüne Inquisition ist überall!,1588133070863011841,2022-11-03T11:36:44.000Z,0.0
RT @prikoszovich: Die #SPÖ glaubt die Wahl gewinnen zu können. Der SPÖ geht es nur um die Macht und nicht um #Österreich! Die SPÖ hat keine…,1588132892265291776,2022-11-03T11:36:02.000Z,0.7088
RT @Anemalon19: Der gesundheitspolitische Sprecher v. B90/#Gruene Dahmen (im Mittagsmagazin) will einrichtungsbezogene Impfpflicht über das…,1588132870790561792,2022-11-03T11:35:57.000Z,0.0
"RT @booyabasic: EILT: 

Der Wahltermin für die Landtagswahl in NÖ wurde fixiert. Am 29.01.2023 wird gewählt! Also noch 87 Tage, bis die abs…",1588132825672343552,2022-11-03T11:35:46.000Z,0.0
@_donalphonso Die #Grüne Inquisition ist überall!,1588132693048528897,2022-11-03T11:35:14.000Z,0.0
"RT @AMoehnle: „Habeck hat alle getäuscht, die Prüfung der #Atomkraft war eine Farce“, sagt ⁦@dg_graeber⁩, dessen Recherche eine große Debat…",1588132613834919941,2022-11-03T11:34:55.000Z,-0.2263
"RT @ThomasPoebel: Bei aller Liebe zum #Eurotom, sein Name ist in den Chats noch nicht aufgetaucht. Er ist ja auch nimmer so dick mit der #Ö…",1588132576773955584,2022-11-03T11:34:47.000Z,0.6908
RT @derbuerger16: In diesem Land wählen sie Leute in den #Bundestag die dann keine Gelegenheit auslassen die Kultur und Geschichte unseres…,1588131865751437314,2022-11-03T11:31:57.000Z,0.0
"RT @booyabasic: EILT: 

Der Wahltermin für die Landtagswahl in NÖ wurde fixiert. Am 29.01.2023 wird gewählt! Also noch 87 Tage, bis die abs…",1588131786785280002,2022-11-03T11:31:38.000Z,0.0
"RT @booyabasic: EILT: 

Der Wahltermin für die Landtagswahl in NÖ wurde fixiert. Am 29.01.2023 wird gewählt! Also noch 87 Tage, bis die abs…",1588131707680595969,2022-11-03T11:31:19.000Z,0.0
RT @ThomasPoebel: Keine Widersprüche in der Aussage #Schmids gegenüber seiner Aussage bei der #WKStA. In your Face #ÖVP #OevpUA 😂,1588131630404849664,2022-11-03T11:31:01.000Z,0.2411
"RT @thisand4711: Der #US-Kernkrafttechnologieanbieter #Westinghouse will Polens ersten #Reaktor bis 2033 bauen, sagte #Ministerpräsident #M…",1588131254456680448,2022-11-03T11:29:31.000Z,0.0
"RT @PeterBorbe: Grüne sind transdemokratisch: Sie fühlen sich als Demokraten, sind aber gar keine. #Gruene",1588131104724340736,2022-11-03T11:28:56.000Z,0.0
"RT @FuerstRoli: Zwei Fragen: 

1. Kann die gesamte #oevp auch den Kronzeugenstatus bekommen?

2. Kann ich Elon #Musk auf Twitter blockieren?",1588131030929752070,2022-11-03T11:28:38.000Z,-0.4329
RT @Anemalon19: Der gesundheitspolitische Sprecher v. B90/#Gruene Dahmen (im Mittagsmagazin) will einrichtungsbezogene Impfpflicht über das…,1588130978987376640,2022-11-03T11:28:26.000Z,0.0
RT @Anemalon19: Der gesundheitspolitische Sprecher v. B90/#Gruene Dahmen (im Mittagsmagazin) will einrichtungsbezogene Impfpflicht über das…,1588130940315893760,2022-11-03T11:28:16.000Z,0.0
"Strom- u. Gaspreis und die hohen Lohnkosten treiben dt. Unternehmen ins Ausland.
Und #FDP-Pfeife #Lindner heute, das Thema #Atomkraft sei abgehakt!
Wenn die #Union nicht ihre Haltung zur #AfD überdenkt und in der #Gruene Falle bleibt, war es das für 🇩🇪❗️
https://t.co/IGbvRIumqc https://t.co/xXEo38ZjHV",1588130641190821890,2022-11-03T11:27:05.000Z,Nan
RT @Anemalon19: Der gesundheitspolitische Sprecher v. B90/#Gruene Dahmen (im Mittagsmagazin) will einrichtungsbezogene Impfpflicht über das…,1588130560173637632,2022-11-03T11:26:46.000Z,0.0
RT @tagesschau: Aktion gegen Ampel-Regierung: Klimaaktivisten beschmieren Parteizentralen https://t.co/AmPDLfytwX #Klimaaktivisten #SPD #FD…,1588130541529956354,2022-11-03T11:26:41.000Z,0.0
"RT @AMoehnle: „Habeck hat alle getäuscht, die Prüfung der #Atomkraft war eine Farce“, sagt ⁦@dg_graeber⁩, dessen Recherche eine große Debat…",1588130488317022208,2022-11-03T11:26:29.000Z,-0.2263
"EILT: 

Der Wahltermin für die Landtagswahl in NÖ wurde fixiert. Am 29.01.2023 wird gewählt! Also noch 87 Tage, bis die absolute Mehrheit der #ÖVP in Niederösterreich Geschichte ist!",1588130384214122498,2022-11-03T11:26:04.000Z,0.2695
RT @Anemalon19: Der gesundheitspolitische Sprecher v. B90/#Gruene Dahmen (im Mittagsmagazin) will einrichtungsbezogene Impfpflicht über das…,1588130287980003333,2022-11-03T11:25:41.000Z,0.0
"RT @PeterBorbe: Grüne sind transdemokratisch: Sie fühlen sich als Demokraten, sind aber gar keine. #Gruene",1588130173794271232,2022-11-03T11:25:14.000Z,0.0
#Grüne #Armut in #Deutschland - #AfD #Bundestag #Politik #Info #deutsch https://t.co/su0hXofEQZ via @YouTube,1588130152709787648,2022-11-03T11:25:09.000Z,0.0
RT @derbuerger16: In diesem Land wählen sie Leute in den #Bundestag die dann keine Gelegenheit auslassen die Kultur und Geschichte unseres…,1588129916666658816,2022-11-03T11:24:12.000Z,0.0
"RT @MoosNatascha: #Weißmann nicht, was der @ORF tun wird. #ORF 

#Nowak #diePresse #Schmid #Kurz #oevp",1588129411714363392,2022-11-03T11:22:12.000Z,0.0
"RT @FuerstRoli: Also das muss ich den #oevp Abgeordneten bei der #Sondersitzung lassen, sie sind weitaus entspannter als ihre Parteifreunde…",1588129380588453889,2022-11-03T11:22:05.000Z,0.0
"RT @FPOE_TV: #RT @Schwarzer_Faden: „Catch me if you can“ auf österreichisch findet heute sein Ende. Thomas #Schmid, das letzte Puzzleteil d…",1588129327815819265,2022-11-03T11:21:52.000Z,-0.34
"RT @PeterBorbe: Grüne sind transdemokratisch: Sie fühlen sich als Demokraten, sind aber gar keine. #Gruene",1588129176200089600,2022-11-03T11:21:16.000Z,0.0
RT @ThomasPoebel: Keine Widersprüche in der Aussage #Schmids gegenüber seiner Aussage bei der #WKStA. In your Face #ÖVP #OevpUA 😂,1588129103663841280,2022-11-03T11:20:58.000Z,0.2411
"@LutzvanderHorst #grüne Soße 🤔 schmeckt besser als eine #braune Suppe 🍜Wo ist denn die  #datezone? Im #nahenOsten #thüringen  #sachsen 🤔. Passt #blaukraut, weil #bk bleibt #bk und #Arschlöscher bleiben… auch #heute am #Weltmaennertag keine #AlternativeFürDeutschland 🇩🇪",1588129033623052288,2022-11-03T11:20:42.000Z,Nan
"RT @PeterBorbe: Grüne sind transdemokratisch: Sie fühlen sich als Demokraten, sind aber gar keine. #Gruene",1588128942204108800,2022-11-03T11:20:20.000Z,0.0
"RT @AS_ArminSchwarz: #GRÜNE:
Wir kleben für ein neues 🇩🇪
Wir erschaffen das Paradies – für UNS...",1588128825757532160,2022-11-03T11:19:52.000Z,0.872
Vergesst nie die Grünen haben die RAF unterstützt und nun wollen sie als Regierende die Menschen versklaven und diskriminieren. Nur der Geist Jesu bringt Heilung. #System #RAF #Jesus #grüne #Tod #sklave #grünerhass #gottlos,1588128796158345222,2022-11-03T11:19:45.000Z,0.34
"RT @FuerstRoli: Zwei Fragen: 

1. Kann die gesamte #oevp auch den Kronzeugenstatus bekommen?

2. Kann ich Elon #Musk auf Twitter blockieren?",1588128560983711745,2022-11-03T11:18:49.000Z,-0.4329
RT @ThomasPoebel: Keine Widersprüche in der Aussage #Schmids gegenüber seiner Aussage bei der #WKStA. In your Face #ÖVP #OevpUA 😂,1588128302543376384,2022-11-03T11:17:47.000Z,0.2411
"RT @PeterBorbe: Grüne sind transdemokratisch: Sie fühlen sich als Demokraten, sind aber gar keine. #Gruene",1588128118384074754,2022-11-03T11:17:04.000Z,0.0
"Jede/r/s* weiß, welche ""traumatisierten🤥"" Asozialisationshorden seit Jahren mit seit jeher illegalen Mitteln gezielt Menschenmengen, Einsatzkräfte und gerne Kirchen attackieren.

*Die #grüne🤥 Lügen #sekte vorgeblich🤥 nicht. ""#Journalisten(🌻)Innen"" werden es brav nachbrabbeln. https://t.co/HCmCEWt2PD",1588127993876062209,2022-11-03T11:16:34.000Z,Nan
"RT @PeterBorbe: Grüne sind transdemokratisch: Sie fühlen sich als Demokraten, sind aber gar keine. #Gruene",1588127737482547201,2022-11-03T11:15:33.000Z,0.0
"RT @Staatsfaint: Wieviel Deutschen- und Israelhass darf sich diese Frau noch erlauben?
#Roth 
#Gruene 
#GrueneSekte https://t.co/1DC4xI1PB4",1588127643043512321,2022-11-03T11:15:10.000Z,0.2263
RT @Regenbo85589861: #ClaudiaRoth hüllt sich zu Ehren der #Mullahs regelmäßig gerne in ein #Kopftuch. Die #gruenen Kulturverachter sind ein…,1588127606024585216,2022-11-03T11:15:01.000Z,0.4019
Keine Widersprüche in der Aussage #Schmids gegenüber seiner Aussage bei der #WKStA. In your Face #ÖVP #OevpUA 😂,1588127567520960515,2022-11-03T11:14:52.000Z,0.2411
"NEUES AUS BERLIN ... . 

Siehe Seite: https://t.co/obwnG5KZmB

#GRÜNERMIST #GRUENERMIST #GRÜNINNEN #GRÜNE #VORORTAKTUELL
.",1588127456967393280,2022-11-03T11:14:26.000Z,0.5622
"RT @PeterBorbe: Grüne sind transdemokratisch: Sie fühlen sich als Demokraten, sind aber gar keine. #Gruene",1588127441389817857,2022-11-03T11:14:22.000Z,0.0
RT @Anemalon19: Der gesundheitspolitische Sprecher v. B90/#Gruene Dahmen (im Mittagsmagazin) will einrichtungsbezogene Impfpflicht über das…,1588127080037994496,2022-11-03T11:12:56.000Z,0.0
"RT @senad_lacevic: Journalist des Jahres:
Rainer ""Ihr kennt mich aus den #ÖVP Chats"" #Nowak

Künstler des Jahres:
Andrè ""dummer Bubenstreic…",1588126971287986177,2022-11-03T11:12:30.000Z,-0.5106
RT @Regenbo85589861: #ClaudiaRoth hüllt sich zu Ehren der #Mullahs regelmäßig gerne in ein #Kopftuch. Die #gruenen Kulturverachter sind ein…,1588126915067613186,2022-11-03T11:12:17.000Z,0.4019
"@thoan195 @techtobi83 @Astro__Sven @Bundeskanzler Ach was - und Vermieter sollen das aber schon vorsehen, abgesehen von hohldrehenden Diktatoren und absolut unfähige, ideologische und lügende #Gruene ? Wir werden es hier nicht auflösen, aber Du hast Humor.",1588126821723381766,2022-11-03T11:11:54.000Z,Nan
"RT @mariomayl: Kaum ist eine #gruene im Aufsichtsrat des #VW-Konzerns, kommt dessen Marke Audi +will autofreie Tage+Tempolimit. Das #SPD-re…",1588126810621239296,2022-11-03T11:11:52.000Z,0.0
"RT @joanadiskurs: Mit immer mehr Schikanen und Drangsalierungen sollen Autofahrer in Berlin dazu gebracht werden, ihr Auto aufzugeben. #Grü…",1588126797694226433,2022-11-03T11:11:49.000Z,0.0
"RT @PeterBorbe: Grüne sind transdemokratisch: Sie fühlen sich als Demokraten, sind aber gar keine. #Gruene",1588126622854643712,2022-11-03T11:11:07.000Z,0.0
"RT @PeterBorbe: Grüne sind transdemokratisch: Sie fühlen sich als Demokraten, sind aber gar keine. #Gruene",1588126246738747394,2022-11-03T11:09:37.000Z,0.0
"#oevp und die ""aufklärung"" im #OevpUA. 🤷‍♀️🥳 https://t.co/9sLUyRWMA8",1588126183048286208,2022-11-03T11:09:22.000Z,0.0
